0,4
1,3
2,1
3,0
4,-2
5,-3
6,-4
7,-4
8,-4
9,-4
10,-3
11,-2
12,-2
13,-2
14,-2
15,-2
16,-2
17,-2
18,-2
19,-1
20,-1
21,0
22,1
23,2
24,2
25,2
26,2
27,2
28,2
29,2
30,1
31,1
32,0
33,0
34,-1
35,-2
36,-3
37,-3
38,-3
39,-2
40,-1
41,0
42,0
43,1
44,1
45,0
46,-2
47,-4
48,-5
49,-6
50,-7
51,-6
52,-5
53,-4
54,-3
55,-2
56,-2
57,-2
58,-3
59,-4
60,-5
61,-5
62,-5
63,-5
64,-4
65,-2
66,0
67,1
68,2
69,2
70,2
71,1
72,1
73,1
74,1
75,2
76,3
77,4
78,5
79,6
80,7
81,8
82,8
83,8
84,8
85,8
86,7
87,5
88,2
89,-1
90,-4
91,-7
92,-9
93,-10
94,-10
95,-9
96,-7
97,-5
98,-3
99,-2
100,-1
101,-1
102,-1
103,-2
104,-4
105,-5
106,-6
107,-7
108,-7
109,-8
110,-8
111,-8
112,-8
113,-8
114,-7
115,-6
116,-6
117,-5
118,-4
119,-4
120,-4
121,-4
122,-5
123,-7
124,-8
125,-10
126,-12
127,-15
128,-17
129,-19
130,-20
131,-19
132,-17
133,-11
134,-2
135,11
136,25
137,41
138,55
139,67
140,75
141,77
142,73
143,64
144,50
145,33
146,15
147,-3
148,-19
149,-31
150,-40
151,-46
152,-49
153,-50
154,-49
155,-47
156,-44
157,-40
158,-36
159,-32
160,-28
161,-23
162,-20
163,-16
164,-14
165,-13
166,-12
167,-12
168,-12
169,-12
170,-11
171,-10
172,-9
173,-7
174,-6
175,-5
176,-5
177,-4
178,-4
179,-4
180,-4
181,-3
182,-2
183,-1
184,-1
185,0
186,0
187,-1
188,-2
189,-3
190,-3
191,-4
192,-4
193,-4
194,-3
195,-3
196,-2
197,-2
198,-1
199,-2
200,-2
201,-2
202,-2
203,-3
204,-3
205,-4
206,-4
207,-4
208,-5
209,-4
210,-4
211,-3
212,-1
213,1
214,4
215,6
216,8
217,9
218,10
219,10
220,9
221,8
222,7
223,6
224,5
225,5
226,6
227,6
228,8
229,9
230,10
231,12
232,13
233,15
234,17
235,18
236,19
237,20
238,20
239,20
240,19
241,18
242,18
243,18
244,18
245,19
246,21
247,24
248,27
249,30
250,34
251,36
252,38
253,39
254,40
255,39
256,37
257,36
258,34
259,33
260,32
261,31
262,31
263,31
264,32
265,32
266,32
267,32
268,31
269,30
270,29
271,28
272,26
273,25
274,24
275,22
276,20
277,18
278,15
279,13
280,10
281,7
282,5
283,4
284,3
285,3
286,3
287,3
288,3
289,2
290,1
291,-1
292,-3
293,-5
294,-7
295,-8
296,-9
297,-10
298,-9
299,-9
300,-8
301,-7
302,-6
303,-5
304,-5
305,-5
306,-6
307,-7
308,-8
309,-9
310,-11
311,-12
312,-12
313,-13
314,-13
315,-14
316,-14
317,-14
318,-14
319,-14
320,-13
321,-12
322,-11
323,-9
324,-7
325,-5
326,-4
327,-3
328,-3
329,-4
330,-6
331,-8
332,-10
333,-13
334,-14
335,-15
336,-15
337,-14
338,-12
339,-10
340,-9
341,-7
342,-6
343,-6
344,-6
345,-6
346,-6
347,-6
348,-6
349,-6
350,-6
351,-7
352,-7
353,-7
354,-6
355,-5
356,-4
357,-3
358,-1
359,1
360,2
361,2
362,1
363,0
364,-2
365,-4
366,-6
367,-7
368,-7
369,-7
370,-6
371,-4
372,-3
373,-1
374,-1
375,0
376,-1
377,-1
378,-2
379,-3
380,-3
381,-3
382,-3
383,-3
384,-3
385,-4
386,-4
387,-4
388,-4
389,-3
390,-3
391,-3
392,-3
393,-3
394,-4
395,-4
396,-5
397,-6
398,-6
399,-6
400,-6
401,-6
402,-6
403,-6
404,-7
405,-8
406,-9
407,-10
408,-10
409,-10
410,-10
411,-9
412,-7
413,-5
414,-4
415,-3
416,-3
417,-4
418,-6
419,-8
420,-9
421,-10
422,-10
423,-10
424,-8
425,-7
426,-6
427,-5
428,-6
429,-7
430,-8
431,-10
432,-11
433,-12
434,-11
435,-10
436,-8
437,-6
438,-4
439,-3
440,-3
441,-4
442,-6
443,-8
444,-10
445,-11
446,-12
447,-12
448,-11
449,-10
450,-8
451,-6
452,-5
453,-4
454,-4
455,-5
456,-6
457,-7
458,-8
459,-8
460,-8
461,-7
462,-6
463,-5
464,-4
465,-4
466,-4
467,-5
468,-6
469,-7
470,-8
471,-8
472,-8
473,-8
474,-7
475,-7
476,-6
477,-6
478,-6
479,-6
480,-6
481,-6
482,-6
483,-6
484,-6
485,-5
486,-4
487,-4
488,-4
489,-5
490,-6
491,-6
492,-6
493,-5
494,-3
495,-1
496,1
497,3
498,5
499,5
500,5
501,4
502,2
503,0
504,-1
505,-1
506,-1
507,0
508,1
509,2
510,2
511,2
512,1
513,0
514,-2
515,-3
516,-4
517,-5
518,-5
519,-5
520,-5
521,-6
522,-6
523,-7
524,-8
525,-9
526,-9
527,-10
528,-10
529,-9
530,-9
531,-7
532,-6
533,-5
534,-4
535,-3
536,-3
537,-2
538,-2
539,-3
540,-4
541,-5
542,-7
543,-9
544,-11
545,-12
546,-13
547,-14
548,-15
549,-15
550,-16
551,-16
552,-15
553,-14
554,-12
555,-8
556,-2
557,6
558,16
559,28
560,41
561,54
562,65
563,73
564,77
565,76
566,70
567,58
568,43
569,24
570,5
571,-13
572,-29
573,-41
574,-48
575,-52
576,-51
577,-48
578,-43
579,-38
580,-33
581,-29
582,-26
583,-24
584,-23
585,-22
586,-21
587,-19
588,-17
589,-14
590,-12
591,-9
592,-7
593,-5
594,-4
595,-3
596,-3
597,-3
598,-3
599,-3
600,-2
601,-2
602,0
603,1
604,3
605,4
606,5
607,6
608,6
609,6
610,5
611,4
612,3
613,2
614,0
615,-1
616,-2
617,-3
618,-3
619,-4
620,-3
621,-2
622,-1
623,1
624,3
625,5
626,6
627,6
628,6
629,5
630,3
631,2
632,0
633,0
634,-1
635,0
636,1
637,3
638,5
639,6
640,8
641,9
642,9
643,10
644,10
645,11
646,11
647,12
648,12
649,12
650,12
651,12
652,12
653,11
654,11
655,10
656,10
657,11
658,12
659,14
660,15
661,17
662,19
663,20
664,21
665,22
666,23
667,23
668,24
669,25
670,26
671,27
672,28
673,29
674,30
675,31
676,33
677,34
678,36
679,38
680,39
681,40
682,40
683,39
684,37
685,34
686,32
687,30
688,28
689,28
690,29
691,31
692,32
693,34
694,34
695,33
696,31
697,28
698,25
699,21
700,18
701,15
702,13
703,12
704,11
705,9
706,7
707,5
708,2
709,0
710,-2
711,-3
712,-2
713,-1
714,0
715,2
716,3
717,4
718,4
719,3
720,1
721,-1
722,-2
723,-3
724,-4
725,-4
726,-3
727,-3
728,-3
729,-3
730,-4
731,-5
732,-6
733,-7
734,-8
735,-8
736,-7
737,-7
738,-7
739,-6
740,-7
741,-8
742,-9
743,-11
744,-12
745,-13
746,-14
747,-13
748,-11
749,-10
750,-7
751,-5
752,-4
753,-3
754,-3
755,-3
756,-4
757,-5
758,-6
759,-7
760,-7
761,-8
762,-8
763,-8
764,-8
765,-8
766,-7
767,-7
768,-6
769,-5
770,-4
771,-3
772,-2
773,-1
774,-1
775,0
776,0
777,0
778,0
779,0
780,-1
781,-1
782,-2
783,-3
784,-4
785,-5
786,-6
787,-6
788,-6
789,-5
790,-4
791,-2
792,0
793,1
794,2
795,2
796,1
797,0
798,-2
799,-3
800,-4
801,-5
802,-5
803,-4
804,-3
805,-2
806,-2
807,-2
808,-2
809,-3
810,-4
811,-4
812,-4
813,-4
814,-3
815,-2
816,-2
817,-1
818,-2
819,-3
820,-4
821,-5
822,-6
823,-6
824,-5
825,-4
826,-2
827,0
828,1
829,2
830,1
831,-1
832,-3
833,-5
834,-7
835,-8
836,-9
837,-8
838,-8
839,-6
840,-5
841,-4
842,-3
843,-3
844,-3
845,-3
846,-3
847,-3
848,-3
849,-2
850,-1
851,0
852,1
853,1
854,1
855,-1
856,-2
857,-4
858,-6
859,-8
860,-9
861,-9
862,-8
863,-7
864,-5
865,-4
866,-3
867,-2
868,-3
869,-4
870,-5
871,-7
872,-8
873,-9
874,-10
875,-10
876,-10
877,-9
878,-9
879,-8
880,-8
881,-8
882,-8
883,-8
884,-7
885,-6
886,-5
887,-4
888,-2
889,-1
890,-1
891,-1
892,-2
893,-3
894,-5
895,-7
896,-8
897,-9
898,-9
899,-8
900,-7
901,-6
902,-4
903,-3
904,-3
905,-2
906,-3
907,-4
908,-6
909,-7
910,-8
911,-9
912,-8
913,-8
914,-6
915,-5
916,-3
917,-2
918,-2
919,-2
920,-3
921,-5
922,-7
923,-8
924,-9
925,-9
926,-8
927,-6
928,-3
929,-1
930,1
931,3
932,3
933,2
934,1
935,0
936,-1
937,-2
938,-1
939,0
940,1
941,3
942,4
943,5
944,5
945,4
946,3
947,2
948,1
949,0
950,0
951,-1
952,-1
953,-2
954,-3
955,-5
956,-7
957,-8
958,-10
959,-10
960,-10
961,-10
962,-8
963,-7
964,-6
965,-5
966,-5
967,-5
968,-7
969,-8
970,-10
971,-11
972,-12
973,-12
974,-11
975,-10
976,-9
977,-7
978,-6
979,-5
980,-5
981,-5
982,-5
983,-6
984,-7
985,-9
986,-11
987,-13
988,-14
989,-16
990,-16
991,-14
992,-9
993,-2
994,8
995,21
996,35
997,49
998,62
999,73
1000,78
1001,79
1002,74
1003,64
1004,50
1005,33
1006,14
1007,-5
1008,-22
1009,-36
1010,-47
1011,-55
1012,-58
1013,-58
1014,-54
1015,-49
1016,-42
1017,-35
1018,-29
1019,-24
1020,-20
1021,-17
1022,-16
1023,-15
1024,-14
1025,-13
1026,-11
1027,-9
1028,-6
1029,-4
1030,-3
1031,-2
1032,-3
1033,-4
1034,-6
1035,-8
1036,-10
1037,-11
1038,-11
1039,-9
1040,-7
1041,-5
1042,-3
1043,-2
1044,-1
1045,-1
1046,-2
1047,-2
1048,-3
1049,-3
1050,-2
1051,-1
1052,-1
1053,0
1054,1
1055,2
1056,2
1057,3
1058,3
1059,3
1060,3
1061,3
1062,3
1063,2
1064,2
1065,1
1066,1
1067,1
1068,1
1069,1
1070,1
1071,2
1072,2
1073,2
1074,2
1075,2
1076,3
1077,4
1078,5
1079,7
1080,9
1081,10
1082,11
1083,11
1084,10
1085,8
1086,6
1087,4
1088,3
1089,3
1090,4
1091,6
1092,9
1093,12
1094,15
1095,16
1096,17
1097,18
1098,17
1099,17
1100,17
1101,17
1102,18
1103,20
1104,23
1105,26
1106,28
1107,30
1108,31
1109,31
1110,31
1111,31
1112,30
1113,30
1114,30
1115,30
1116,32
1117,33
1118,34
1119,36
1120,37
1121,38
1122,39
1123,39
1124,39
1125,38
1126,37
1127,36
1128,34
1129,33
1130,31
1131,29
1132,27
1133,25
1134,23
1135,22
1136,21
1137,20
1138,19
1139,19
1140,17
1141,16
1142,14
1143,11
1144,8
1145,5
1146,3
1147,0
1148,-1
1149,-2
1150,-2
1151,-2
1152,-1
1153,-1
1154,0
1155,0
1156,0
1157,0
1158,-1
1159,-1
1160,-1
1161,-1
1162,-2
1163,-2
1164,-3
1165,-3
1166,-4
1167,-5
1168,-6
1169,-7
1170,-8
1171,-8
1172,-9
1173,-9
1174,-10
1175,-10
1176,-10
1177,-10
1178,-10
1179,-9
1180,-8
1181,-7
1182,-5
1183,-3
1184,-2
1185,-2
1186,-3
1187,-6
1188,-8
1189,-11
1190,-14
1191,-16
1192,-16
1193,-15
1194,-13
1195,-10
1196,-7
1197,-5
1198,-4
1199,-3
1200,-4
1201,-5
1202,-6
1203,-6
1204,-6
1205,-5
1206,-4
1207,-3
1208,-2
1209,-1
1210,-2
1211,-3
1212,-5
1213,-7
1214,-8
1215,-8
1216,-7
1217,-5
1218,-3
1219,0
1220,2
1221,3
1222,3
1223,2
1224,1
1225,-1
1226,-3
1227,-5
1228,-6
1229,-7
1230,-7
1231,-6
1232,-5
1233,-3
1234,-1
1235,1
1236,2
1237,4
1238,5
1239,4
1240,3
1241,1
1242,-1
1243,-3
1244,-5
1245,-7
1246,-7
1247,-6
1248,-5
1249,-4
1250,-2
1251,-2
1252,-2
1253,-2
1254,-3
1255,-5
1256,-6
1257,-7
1258,-8
1259,-8
1260,-7
1261,-7
1262,-7
1263,-6
1264,-6
1265,-6
1266,-6
1267,-6
1268,-5
1269,-5
1270,-4
1271,-4
1272,-4
1273,-4
1274,-4
1275,-5
1276,-6
1277,-7
1278,-9
1279,-10
1280,-11
1281,-12
1282,-13
1283,-13
1284,-12
1285,-11
1286,-10
1287,-8
1288,-5
1289,-3
1290,-2
1291,0
1292,0
1293,-1
1294,-2
1295,-4
1296,-7
1297,-9
1298,-11
1299,-12
1300,-11
1301,-10
1302,-7
1303,-4
1304,-1
1305,1
1306,2
1307,1
1308,-1
1309,-4
1310,-8
1311,-12
1312,-14
1313,-16
1314,-15
1315,-14
1316,-12
1317,-10
1318,-8
1319,-6
1320,-6
1321,-7
1322,-8
1323,-9
1324,-10
1325,-10
1326,-10
1327,-8
1328,-6
1329,-4
1330,-3
1331,-1
1332,-1
1333,-1
1334,-2
1335,-2
1336,-3
1337,-4
1338,-5
1339,-6
1340,-7
1341,-8
1342,-9
1343,-10
1344,-11
1345,-11
1346,-11
1347,-10
1348,-9
1349,-7
1350,-6
1351,-5
1352,-5
1353,-4
1354,-4
1355,-4
1356,-5
1357,-5
1358,-5
1359,-6
1360,-6
1361,-7
1362,-8
1363,-9
1364,-10
1365,-10
1366,-10
1367,-10
1368,-9
1369,-7
1370,-5
1371,-4
1372,-4
1373,-4
1374,-6
1375,-8
1376,-10
1377,-12
1378,-14
1379,-13
1380,-12
1381,-10
1382,-7
1383,-4
1384,-2
1385,-1
1386,-1
1387,-2
1388,-3
1389,-4
1390,-4
1391,-4
1392,-3
1393,-1
1394,1
1395,3
1396,3
1397,3
1398,2
1399,1
1400,-1
1401,-2
1402,-3
1403,-3
1404,-2
1405,-1
1406,0
1407,2
1408,3
1409,3
1410,3
1411,3
1412,3
1413,2
1414,1
1415,0
1416,0
1417,0
1418,0
1419,0
1420,1
1421,2
1422,3
1423,3
1424,3
1425,2
1426,0
1427,-2
1428,-5
1429,-8
1430,-10
1431,-12
1432,-13
1433,-13
1434,-11
1435,-10
1436,-8
1437,-6
1438,-5
1439,-5
1440,-5
1441,-6
1442,-7
1443,-8
1444,-9
1445,-10
1446,-11
1447,-11
1448,-11
1449,-10
1450,-10
1451,-9
1452,-9
1453,-9
1454,-9
1455,-11
1456,-12
1457,-14
1458,-15
1459,-15
1460,-12
1461,-7
1462,1
1463,12
1464,25
1465,39
1466,52
1467,63
1468,71
1469,74
1470,73
1471,68
1472,58
1473,44
1474,29
1475,13
1476,-3
1477,-18
1478,-30
1479,-40
1480,-47
1481,-51
1482,-52
1483,-50
1484,-47
1485,-42
1486,-37
1487,-32
1488,-27
1489,-23
1490,-19
1491,-16
1492,-14
1493,-11
1494,-9
1495,-7
1496,-6
1497,-4
1498,-4
1499,-3
1500,-3
1501,-2
1502,-3
1503,-3
1504,-3
1505,-3
1506,-3
1507,-4
1508,-4
1509,-5
1510,-6
1511,-6
1512,-6
1513,-6
1514,-5
1515,-3
1516,-1
1517,1
1518,3
1519,5
1520,5
1521,5
1522,4
1523,2
1524,0
1525,-2
1526,-3
1527,-4
1528,-3
1529,-2
1530,0
1531,1
1532,3
1533,4
1534,5
1535,5
1536,4
1537,3
1538,1
1539,0
1540,0
1541,0
1542,1
1543,2
1544,3
1545,4
1546,5
1547,6
1548,7
1549,7
1550,7
1551,7
1552,7
1553,7
1554,7
1555,8
1556,8
1557,9
1558,10
1559,11
1560,13
1561,14
1562,15
1563,16
1564,17
1565,17
1566,17
1567,16
1568,16
1569,15
1570,15
1571,15
1572,17
1573,19
1574,23
1575,26
1576,29
1577,32
1578,33
1579,33
1580,33
1581,32
1582,31
1583,29
1584,29
1585,29
1586,30
1587,31
1588,32
1589,33
1590,34
1591,35
1592,35
1593,36
1594,36
1595,36
1596,37
1597,37
1598,37
1599,36
1600,34
1601,31
1602,28
1603,25
1604,23
1605,20
1606,19
1607,18
1608,17
1609,16
1610,15
1611,13
1612,11
1613,9
1614,6
1615,4
1616,1
1617,0
1618,-1
1619,-2
1620,-2
1621,-2
1622,-2
1623,-3
1624,-3
1625,-4
1626,-4
1627,-4
1628,-4
1629,-4
1630,-3
1631,-1
1632,0
1633,1
1634,1
1635,0
1636,-1
1637,-3
1638,-5
1639,-7
1640,-9
1641,-11
1642,-12
1643,-11
1644,-11
1645,-9
1646,-7
1647,-6
1648,-4
1649,-3
1650,-3
1651,-3
1652,-3
1653,-4
1654,-6
1655,-7
1656,-9
1657,-10
1658,-11
1659,-11
1660,-11
1661,-9
1662,-8
1663,-5
1664,-3
1665,-1
1666,0
1667,0
1668,-1
1669,-3
1670,-5
1671,-7
1672,-8
1673,-9
1674,-8
1675,-8
1676,-6
1677,-5
1678,-4
1679,-4
1680,-5
1681,-5
1682,-6
1683,-6
1684,-6
1685,-4
1686,-2
1687,0
1688,2
1689,3
1690,4
1691,3
1692,1
1693,-2
1694,-4
1695,-5
1696,-6
1697,-5
1698,-4
1699,-2
1700,0
1701,0
1702,0
1703,-1
1704,-2
1705,-4
1706,-6
1707,-7
1708,-7
1709,-6
1710,-6
1711,-5
1712,-4
1713,-4
1714,-4
1715,-4
1716,-5
1717,-6
1718,-6
1719,-6
1720,-6
1721,-7
1722,-7
1723,-7
1724,-8
1725,-9
1726,-9
1727,-9
1728,-9
1729,-7
1730,-5
1731,-3
1732,-1
1733,0
1734,1
1735,0
1736,-2
1737,-5
1738,-8
1739,-10
1740,-12
1741,-14
1742,-14
1743,-13
1744,-11
1745,-9
1746,-7
1747,-6
1748,-6
1749,-6
1750,-7
1751,-9
1752,-10
1753,-11
1754,-12
1755,-11
1756,-10
1757,-8
1758,-6
1759,-4
1760,-2
1761,-2
1762,-2
1763,-4
1764,-6
1765,-9
1766,-11
1767,-12
1768,-13
1769,-12
1770,-10
1771,-8
1772,-6
1773,-4
1774,-3
1775,-3
1776,-4
1777,-6
1778,-7
1779,-9
1780,-10
1781,-10
1782,-9
1783,-8
1784,-7
1785,-6
1786,-5
1787,-5
1788,-6
1789,-7
1790,-8
1791,-8
1792,-8
1793,-8
1794,-8
1795,-7
1796,-6
1797,-5
1798,-5
1799,-6
1800,-6
1801,-7
1802,-7
1803,-8
1804,-7
1805,-7
1806,-6
1807,-4
1808,-4
1809,-3
1810,-4
1811,-5
1812,-6
1813,-8
1814,-10
1815,-11
1816,-12
1817,-11
1818,-10
1819,-8
1820,-6
1821,-4
1822,-2
1823,-1
1824,-1
1825,-2
1826,-4
1827,-6
1828,-8
1829,-10
1830,-10
1831,-11
1832,-11
1833,-10
1834,-9
1835,-7
1836,-6
1837,-5
1838,-4
1839,-3
1840,-2
1841,-2
1842,-1
1843,-1
1844,-1
1845,-1
1846,-2
1847,-2
1848,-2
1849,-2
1850,-1
1851,1
1852,3
1853,5
1854,7
1855,8
1856,8
1857,7
1858,5
1859,2
1860,0
1861,-3
1862,-5
1863,-6
1864,-6
1865,-6
1866,-5
1867,-4
1868,-3
1869,-2
1870,-2
1871,-2
1872,-2
1873,-3
1874,-4
1875,-5
1876,-6
1877,-7
1878,-9
1879,-10
1880,-12
1881,-13
1882,-13
1883,-12
1884,-10
1885,-8
1886,-6
1887,-3
1888,-2
1889,-1
1890,-1
1891,-2
1892,-4
1893,-6
1894,-8
1895,-10
1896,-11
1897,-12
1898,-13
1899,-14
1900,-14
1901,-15
1902,-15
1903,-14
1904,-11
1905,-7
1906,1
1907,11
1908,23
1909,36
1910,49
1911,61
1912,69
1913,74
1914,73
1915,68
1916,58
1917,44
1918,28
1919,11
1920,-5
1921,-20
1922,-32
1923,-41
1924,-46
1925,-49
1926,-49
1927,-48
1928,-45
1929,-42
1930,-38
1931,-34
1932,-30
1933,-26
1934,-21
1935,-17
1936,-13
1937,-10
1938,-7
1939,-6
1940,-5
1941,-5
1942,-6
1943,-7
1944,-8
1945,-9
1946,-8
1947,-8
1948,-6
1949,-4
1950,-2
1951,-1
1952,1
1953,2
1954,2
1955,2
1956,1
1957,0
1958,-1
1959,-2
1960,-2
1961,-3
1962,-2
1963,-1
1964,1
1965,3
1966,5
1967,7
1968,8
1969,8
1970,7
1971,6
1972,4
1973,2
1974,0
1975,-2
1976,-2
1977,-2
1978,-1
1979,1
1980,3
1981,4
1982,5
1983,6
1984,7
1985,7
1986,7
1987,7
1988,8
1989,8
1990,9
1991,9
1992,9
1993,9
1994,8
1995,8
1996,7
1997,7
1998,8
1999,9
2000,10
2001,12
2002,14
2003,15
2004,16
2005,17
2006,17
2007,16
2008,16
2009,16
2010,17
2011,17
2012,18
2013,20
2014,21
2015,23
2016,24
2017,26
2018,27
2019,28
2020,29
2021,30
2022,31
2023,33
2024,34
2025,35
2026,36
2027,37
2028,39
2029,40
2030,42
2031,43
2032,44
2033,44
2034,43
2035,42
2036,40
2037,38
2038,36
2039,34
2040,33
2041,32
2042,32
2043,32
2044,32
2045,32
2046,31
2047,30
2048,27
2049,24
2050,21
2051,17
2052,14
2053,12
2054,10
2055,9
2056,8
2057,7
2058,6
